Movie,Summary,Genre,Emotion,4Emotion,PN,CS,Instrument
귀신이 산다,"A group of people called ""필기부"" are excitedly preparing a chicken for a meal. An excited child named 어린필기 is jumping around and looking forward to eating the chicken. Suddenly, the chicken's head is cut off and it starts chasing after 어린필기. The child runs away in fear and eventually gets cornered by the chicken. The chicken then jumps towards the child's face, but the story ends there.",드라마,-4,D,0,1,키보드
귀신이 산다,"A person named Pilgi wakes up from a nightmare and goes to the bathroom, only to find a chicken staring at them. The chicken demands their genitals, causing Pilgi to run away in fear. As they try to escape, they encounter more and more chickens demanding the same thing. Eventually, Pilgi ends up on the roof during a thunderstorm and gets struck by lightning twice. The story ends with Pilgi being electrocuted and the screen going dark.",코미디,4,A,1,1,관악기
귀신이 산다,"The input is a stack of papers printed from a copier. Among them is a flyer advertising a house for sale at a cheap price with a good view. The output is a description of the flyer being posted on walls and poles around the neighborhood, with children scribbling on them and running away when caught. The flyer is also defaced with a drawing of a ghost and the words ""expensive"" and ""ghost house"" added to the original advertisement.",일상,1,B,1,0,피아노
귀신이 산다,A student sees a ghost and is led by their teacher to a spot where a deceased worker is resting. The teacher explains that the worker died on the job and is still unaware of his death. The student is left unsure of what to do next.,판타지,4,A,1,1,피아노
귀신이 산다,"A girl ghost hangs upside down in front of the protagonist as they enter a room. The protagonist tries to talk to her, but she seems to be ignoring them. Eventually, they sit down on a couch and continue their conversation. The protagonist acknowledges the ghost's pride and tries to reason with her. The scene ends with the two characters facing each other on the couch.",코미디,4,A,1,1,음율타악기
귀신이 산다,"A conversation between two people, 연화 and 필기, takes place in the early hours of the morning. 연화 is described as having a gentle touch and a beautiful smile. 필기 complains about the cost of living and household chores, while 연화 responds with a smile and continues to groom herself. 필기 struggles to sleep and is disturbed by 연화's singing in the living room. 필기 expresses frustration and feels like he is going crazy.",로맨스,1,B,1,0,키보드
귀신이 산다,"A couple, Yeon-hwa and Ki-tae, are building a house together. They playfully paint each other's faces and lay in a field watching the clouds. Ki-tae suggests they go on a trip once the house is finished, and Yeon-hwa agrees. They dream of flying on a plane to anywhere. Yeon-hwa expresses her love for the moment and the place they are in.",로맨스,3,A,1,1,피아노
귀신이 산다,"Yeonhwa is crying as she thinks about her past, and her story has left the listener speechless. Yeonhwa pleads with the listener not to sell her house, as her husband will come back there. The listener tries to remain calm and understanding, but ultimately cannot help Yeonhwa. Yeonhwa expresses her desire to know whether her husband is alive or dead, and the listener remains silent.",드라마,-1,C,0,0,현악기
판도라,A peaceful rural village in 1965 where villagers are processing fish and watching carts pass by with children following behind. The villagers are curious about the passing carts.,일상,1,B,1,0,현악기
판도라,"The input describes a scene where a new director and officials are being shown around a nuclear power plant exhibition by a guide who explains the principles of nuclear power generation. The guide emphasizes the benefits of nuclear power as a clean and efficient energy source that can replace fossil fuels and prevent environmental pollution. The guide also highlights the safety measures and earthquake-resistant design of the plant, which make accidents highly unlikely. The output summarizes the benefits and safety features of nuclear power generation.",일상,3,A,1,1,현악기
판도라,"Various locations experience shaking and destruction, including a restaurant, convenience store, residential area, and city center. Objects fall and people struggle to maintain balance. Buildings collapse and glass shatters. People flee from the danger.",스릴러,-1,C,0,0,현악기
판도라,"A team leader is being pressured by their boss and colleagues to enter a dangerous area to fix a leak in the cooling system of a nuclear reactor. The team leader is hesitant due to the high levels of radiation and heat, and two workers have already been sent to the hospital. A higher-up executive arrives and insists that the team enter the area, disregarding the risks. The team leader and workers are left to decide whether to follow orders or refuse and potentially lose their jobs.",스릴러,-4,D,0,1,현악기
판도라,"A disaster safety team is discussing a situation where a temporary pipe connection delay is causing a rapid decrease in coolant levels and an increase in pressure. The fuel rods are exposed to air and hydrogen is being produced, causing pressure to rise. The team considers venting the air, but the decision is not theirs to make.",스릴러,-4,D,0,1,현악기
판도라,"A group of workers and young people encounter a barrier blocking their path. They try to open it but are interrupted by a supervisor who insists they return to work. The workers refuse and demand to be let out to be with their families in case of a nuclear explosion. A confrontation ensues, with the workers pushing against the barrier and the supervisor trying to maintain control.",스릴러,-3,D,0,1,현악기
판도라,"The secretary yells at the frozen Seokho and orders an emergency plan to be put in place, including a 20km evacuation and a control zone within 10km. Seokho questions the plan, but the secretary argues that it is necessary to prevent a catastrophic chain reaction. The shutdown of nearby nuclear power plants is also necessary to prevent a blackout and the chaos that would ensue.",스릴러,-3,D,0,1,현악기
판도라,"During a nuclear disaster, a man urges his family to evacuate to a safe location. A firefighter struggles to motivate his team to enter the burning power plant to rescue people. The situation is dire as the nuclear fuel rods are melting and emitting dangerous levels of radiation. The characters must make difficult decisions to save themselves and others.",스릴러,-1,C,0,0,타악기
판도라,"Rescue workers cannot enter the power plant due to high radiation levels. The team leader and injured workers are taken to the hospital by ambulance. The fire department is seen leaving the power plant, causing confusion for the plant manager. The fire department explains they are going to get water due to a shortage. The plant manager expresses frustration with the situation.",스릴러,-2,C,0,0,현악기
판도라,Firefighters equipped with breathing apparatus and protective masks are using water cannons to battle smoke and dust emanating from a storage building roof. The firefighters are seen running around with equipment and the fire chief is directing the operation. Some firefighters are collapsing from exhaustion.,스릴러,-1,C,0,0,현악기
판도라,A man named Gong suddenly stops in a hallway and witnesses chaos as doctors and nurses flee. The protectors of the patients are yelling and holding onto the medical staff. A news report on a TV in the lobby reveals that there has been a nuclear disaster. Gong rushes to the emergency room where he finds only a new nurse attending to suffering patients. Gong helps the nurse care for the patients and expresses anger towards those who abandoned their duties.,스릴러,-3,D,0,1,현악기
판도라,"A group of firefighters respond to a crisis at a nuclear power plant where the cooling system has failed. Despite initial resistance from a superior, they quickly mobilize and use high-pressure water pumps to bring in seawater and cool the reactor. They are joined by helicopters dropping water and a fireboat spraying water from the nearby coast. The team works together to prevent a nuclear disaster, with water pouring into the reactor and cooling it down. The abstract highlights the teamwork and quick thinking of the firefighters in preventing a catastrophic event.",드라마,-2,C,0,0,현악기
판도라,"Despite initial reluctance, a group of workers are convinced to join a dangerous mission to their former workplace, which has been contaminated with radiation. One worker argues that they are the only ones who can do it, and that they have already been exposed to radiation. Another worker initially objects, but eventually agrees to join the mission to save their families. The group sets off together, determined to complete their mission despite the risks.",드라마,-1,C,0,0,현악기
의형제,"A man's voice is heard in the dark. As the screen brightens, a small and dimly lit room is revealed. A man is sitting in front of a computer monitor, reading a fairy tale book to someone on the phone. The monitor shows a Google site with emails about purchase orders and Hong Kong. The man keeps refreshing the page, which shows no new emails.",드라마,-1,C,0,0,피아노
의형제,"An employee urgently calls his boss, who is unable to hang up the phone. The boss's friend becomes angry and tells him not to call again. The boss receives a fax and thanks his colleague.",스릴러,-4,D,0,1,타악기
의형제,"A person named 지원 notices a car following them and decides to make a sudden U-turn. The car following them continues on the highway. Later, someone named 한규 is angry that they lost track of 지원's car and orders their team to prepare for a mission.",스릴러,-2,C,0,0,타악기
의형제,"A man named Han-gyu chases after a motorcycle, but is slowed down by people in his way. He eventually catches up and aims a gun, but is interrupted by a man in his 50s who starts shooting recklessly. Han-gyu yells for people to get out of the way and tries to shoot, but can't because of the crowd. The motorcycle gets away and Han-gyu collapses in frustration.",스릴러,-2,C,0,0,타악기
의형제,"A person named 지원 waits at a terminal wearing a hat and a shirt, but the expected shadow does not appear. As time passes and the last train leaves, the shadow still does not appear. 지원 is left alone and appears to be in distress.",드라마,-1,C,0,0,어쿠스틱기타
의형제,"A man named Han Gyu is on the phone discussing a plan to catch a notorious killer known as ""The Shadow"" with someone on the other end. Meanwhile, a woman named Ji Won is angry and silent, holding a phone in front of a phone booth with a food cart and inn visible in the background. The driver with them apologizes to Ji Won and nods to Han Gyu when she doesn't respond. Han Gyu reveals that their goal is to catch The Shadow and proposes a deal to the person on the phone, offering to give them The Shadow in exchange for getting what they want.",스릴러,-3,D,0,1,피아노
의형제,A subway leaves the opposite platform with people heading towards the emergency exit behind the support. The support is left alone. Another subway enters the lane and the support is obscured. The screen fades out.,드라마,-2,C,0,0,어쿠스틱기타
의형제,"Han-gyu walks along a rural road while talking on the phone with someone named Yoon-ji. He gets upset when Yoon-ji tells him that her stepfather only likes her mother and asks her to stop calling his father. Han-gyu then sees two friends, Seong-cheol and Jae-hwan, hanging an advertisement sign between trees. He jokes with them about their business and reads the sign, which advertises a company specializing in personnel management, missing persons, and foreign brides. Later, Han-gyu and his friends bring a large potted plant with a congratulatory ribbon to their boss's desk.",드라마,-3,D,0,1,키보드
의형제,"A group of Vietnamese children are confronted by Han-gyu, who pulls out a gas gun and orders his friends to catch the ones coming from behind. Han-gyu is left alone to face the children, who threaten him with a gas gun. Han-gyu prepares for a fight as the children surround him, but he sees his friends running away. Han-gyu is left to fight alone, but is eventually saved by a man named Ji-won who uses his martial arts skills to defend him.",코미디,2,B,1,0,타악기
의형제,"A man named Hangu is observing someone named Ji-won through a telescope while wearing a factory uniform and hiding between structures. Ji-won calls Hangu, who answers while still observing Ji-won. Hangu becomes flustered when Ji-won suddenly appears in front of him, holding a phone. Ji-won offers to meet with Hangu to discuss something, but Hangu seems hesitant.",일상,1,B,1,0,관악기
의형제,"A tense encounter between three individuals, as one person named Ji-won observes another person named Han-gyu speaking with someone named Tae-soon. Ji-won tries to listen in with headphones and a directional microphone, but the conversation is difficult to hear. Eventually, Han-gyu hands Tae-soon an envelope containing money, and they exchange brief words before Han-gyu leaves. Ji-won is left feeling frustrated and unable to understand what was said.",범죄,-2,C,0,0,음율타악기
신세계,"A middle-aged man is tied to a chair with a gag in his mouth, being beaten with a hammer by his subordinate. Another man, exhausted and smoking, watches from the shadows. The subordinate urges the man to confess to something, but the man denies it and begs for mercy. The beating continues, with the man screaming in agony. The exhausted man eventually signals for the beating to stop and leaves.",범죄,-2,C,0,0,관악기
신세계,"Two people sit silently in a closed surgery room, ignoring each other's presence. The tense atmosphere is broken only by the sound of a coin being tossed. Others in the room observe them with concern. Later, a person examines files related to the deceased Seok-hwa and the Gold Moon group. The files match the contents of a received letter.",스릴러,-1,C,0,0,음율타악기
신세계,A police officer attends a funeral with photos of the deceased on display. The deceased was a former leader of a violent organization that has since transformed into a successful corporation. The officer and his superior discuss the potential for interference in the selection of the deceased's successor. The superior suggests establishing their own regime within the corporation.,범죄,-3,D,0,1,관악기
신세계,"A man named Shin-woo is standing by a window, watching a magnetic car drive away. He closes the blinds and enters a deserted fishing spot, looking for someone. He spots a man named Kang, who is peacefully fishing, and approaches him with anger in his eyes. Kang notices Shin-woo's presence and looks up at him.",범죄,-3,D,0,1,어쿠스틱기타
신세계,"The board of directors is discussing the appointment of a new chairman. There is tension in the room, with some members appearing serious and others appearing hostile. The group agrees that a decision needs to be made quickly to avoid negative consequences for the company. They ultimately decide to hold a temporary board meeting to select a new chairman.",범죄,-2,C,0,0,음율타악기
신세계,"A tired and irritable person named 자성 sits silently by a window, while 석무 chats with 수하1 outside. 신우 joins 자성 and they discuss incriminating evidence against someone named 정청이. The evidence is stored on a web hard drive, but may not be enough to prove guilt.",범죄,-3,D,0,1,음율타악기
신세계,"A man named Jeongcheong is seen leaving for a trip with his entourage. His friend Jaseong is annoyed and urges him to hurry up. Jeongcheong seems to be in a bad mood lately, but still manages to smile and wave goodbye to his followers. As he disappears into the gate, his hidden subordinates also begin to leave the scene. Jaseong watches him go.",스릴러,-2,C,0,0,일렉기타
신세계,"A police officer, Kang, is seen chewing gum and reading a magazine at a long table. Another officer, Jung, looks at him disapprovingly and questions his manners. Jung notices Kang's police ID and asks why he's there. Kang hands Jung a file and gestures for him to read it. Jung discovers a photo of a suspect and shows it to Kang, but Kang remains uninterested. Jung continues to look through the file.",범죄,-4,D,0,1,일렉기타
신세계,"A group of high-ranking officials are dining with Jeong Joong-gu, who is eating steak and discussing the whereabouts of a man named Nung-gu. The officials express concern about Nung-gu's lack of activity, but Jeong Joong-gu urges them to keep an eye on him. The conversation turns to the handling of a group called Jeong Cheong, and the officials pledge to take action if necessary. Jeong Joong-gu boasts and jokes with the officials, while they struggle to eat their steak.",스릴러,-3,D,0,1,음율타악기
신세계,"A woman named Jukyung sits on a bench overlooking the city when her phone vibrates. She answers the call from her boss, Kang, who asks why she hasn't reported on anything special lately. Jukyung insists there hasn't been anything noteworthy to report. Kang demands that she report every detail of her day, including what she ate and how much she slept. Jukyung becomes frustrated and tells Kang she can't do it anymore.",스릴러,-3,D,0,1,피아노
신세계,"A conversation between two individuals, 이중구 and 정청, takes place where 이중구 accuses someone of doing something wrong. 정청 tries to calm 이중구 down and tells him to wait for the lawyer to handle the situation. 이중구 continues to express his anger and warns 정청 to not mention his name again. 정청 leaves and 이중구 makes a threatening comment towards him.",범죄,-2,C,0,0,피아노
신세계,"A person named Jaseong receives a surprise visit and talks on the phone while in a car with another person named Suha1 and Seokmu. Jaseong seems surprised and hesitant about the visit, but eventually decides to go to a warehouse in Incheon. Seokmu questions Jaseong's sudden visit and lack of communication, but Jaseong remains silent and appears uneasy.",스릴러,-3,D,0,1,일렉기타
신세계,"A group of beggars drag a drum and catch the attention of the protagonist, Jung-cheong, and his friend Yang-moon-seok. Jung-cheong asks his friend, Ja-seong, if he heard anything. Ja-seong approaches the drum and opens it to reveal a woman tied up inside. Jung-cheong reveals that she is a prostitute and a police officer. Ja-seong is shocked and speechless.",범죄,-2,C,0,0,관악기
신세계,"A homeless man pulls out a gun and is confronted by a stranger who takes the gun from him. The stranger points the gun at another man and they have a standoff. Shots are fired and people come running, discovering a dead body. The focus is on the stranger with the gun who seems to have lost his mind.",스릴러,-2,C,0,0,관악기
신세계,"A conversation between two people, 정청 and 자성, takes place. 정청 expresses concern for 자성's well-being and asks if he has listened to her story. 자성 remains silent and looks at his oxygen respirator. 정청 reminisces about her deceased nephew and gives advice to 자성. The scene ends with 자성's vital signs flatlining and him breaking down in tears.",범죄,-3,D,0,1,관악기
내머릿속지우개,"Anna Jung requests a handshake from Su Jin and introduces herself. Su Jin greets her and introduces herself as well. Anna mentions that she has heard a lot about Su Jin and her expression becomes slightly stiff when Su Jin looks confused. Anna explains that she knows Kim Yeon Sook, who is the wife of Director Seo Yong Joon and her college classmate, but realizes that it is not relevant to the conversation. Su Jin becomes increasingly uncomfortable and Anna suggests they talk privately about something called ""Q.C. Q.C.: Quality.""",드라마,-1,C,0,0,어쿠스틱기타
내머릿속지우개,Su-jin enters the office and sees the parking manager on the phone. He gestures to her and she follows him to the elevator where they encounter Cheol-su. Su-jin recognizes him and remembers his messy beard. Cheol-su asks about the location of a job site and Su-jin turns to face him at her desk. The parking manager invites Cheol-su for coffee in his office.,판타지,1,B,1,0,음율타악기
내머릿속지우개,"Two people, Cheolsu and Sujin, are looking at a broken driver's seat. Cheolsu tells Sujin to leave and offers to take her home. Sujin hesitates but eventually gets into the car, struggling to navigate through the piled-up materials in the passenger seat. Cheolsu helps her by moving some of the materials, causing a slightly awkward moment between them. As they drive, Sujin hits her head on the materials due to the car shaking, but Cheolsu doesn't seem to notice.",로맨스,1,B,1,0,관악기
내머릿속지우개,"A group of friends, led by Su-jin, are walking down a dark alley and pass by a group of men drinking. One of the men, Chul-soo, catches Su-jin's eye and they exchange a silent moment. The group sits down with the men and tensions rise as crude jokes are made. Su-jin's friend, Yoon-ah, becomes angry and tries to leave, but is stopped by one of the men. Chul-soo compliments Su-jin and the group is surprised by his sincerity.",로맨스,1,B,1,0,관악기
내머릿속지우개,"A boy named Cheolsu inserts a coin into a machine and picks up a baseball bat. His friend, Sujin, watches him from outside. Cheolsu stands at the plate and swings the bat as the machine starts to release baseballs. He hits each ball with good form and Sujin is surprised by his skill.",코미디,1,B,1,0,어쿠스틱기타
내머릿속지우개,"The text describes a game of cards between two people, where one person is skilled and the other is not. The game involves betting money and kissing the loser. The scene then shifts to a time-lapse of a building being constructed and a mysterious POV walking through a maze-like alleyway. The POV eventually enters a large door.",로맨스,3,A,1,1,타악기
내머릿속지우개,"A couple, Cheolsu and Sujin, are sitting together while Cheolsu eats crab. Sujin cries and tells Cheolsu that they don't have to get married. Cheolsu breaks crab shells with crackers and ignores Sujin's tears. Sujin puts a wooden piece of a woman's face on the table, and Cheolsu tells Sujin that he can't take responsibility for her because he's scared of her. Sujin's family joins them, and Sujin leaves to go to the restroom, feeling dizzy.",드라마,-1,C,0,0,관악기
내머릿속지우개,"A man named Cheolsu presents a classical decoration he made to a group of judges. He explains that he and other skilled craftsmen plan to create all the decorations for a building by hand. Later, Cheolsu is approached by a government official and a senior manager who are interested in his work and want to work with him to revive traditional Korean architecture. Cheolsu seems uninterested and carries his belongings out of the building.",일상,3,A,1,1,관악기
내머릿속지우개,"A woman named Sujin returns home and notices changes in the interior design of her kitchen. She is confused and unsure if it has changed or not. Her partner, Cheolsu, appears and asks her what is wrong. Sujin explores the new furniture and organization of the kitchen and becomes emotional. Cheolsu comforts her and they share a romantic moment. The scene ends with a shot of stars in Sujin's eyes.",로맨스,3,A,1,1,어쿠스틱기타
내머릿속지우개,"A man named Cheolsu sits silently while a woman named Omadam speaks angrily to him. Omadam's face is bruised and swollen, and she seems to be in distress. She asks Cheolsu for help getting out of prison, promising to do anything he asks if he can get her out. Cheolsu remains emotionless and listens to her pleas.",드라마,-1,C,0,0,어쿠스틱기타
내머릿속지우개,A man finds a lost phone and returns it to a woman on her way to work. The woman dropped her phone while walking and the man picked it up. The man helps the woman locate her phone in a crowded area. The woman is grateful for the man's help.,스릴러,-4,D,0,1,관악기
내머릿속지우개,"A couple discusses the possibility of breaking up due to the woman's fear of losing her memories. The man tries to reassure her and promises to remember everything for her. The woman is still hesitant and emotional, but the man insists on starting anew together. The scene ends with the woman crying on the man's shoulder.",드라마,-1,C,0,0,피아노
내머릿속지우개,"Su-jin and Cheol-su are looking at a model of their future home on the dining table. Su-jin suggests making the window bigger, and Cheol-su agrees to fix it later. Su-jin suddenly declares her love for Cheol-su as he leaves the room, and she is left alone to contemplate their relationship while looking at a photo of them together.",드라마,-1,C,0,0,어쿠스틱기타
말죽거리잔혹사,"A group of 70 children run towards a basketball hoop, creating a chaotic scene. Some push and shove, while others fall behind. Two boys, Wusik and Hyunsu, compete to be in the top three. Hyunsu finishes first, followed by Wusik, but a third boy, Chiksa, forces his way past them. Wusik is left frustrated and the group continues running.",일상,3,A,1,1,어쿠스틱기타
말죽거리잔혹사,"A boy named Hyun-soo and his friend, Hamburger, are on a bus with students from various schools. Hamburger talks about a girl he finds attractive, while Hyun-soo becomes enamored with a girl named Yoo-jin who boards the bus. Hamburger tries to introduce Hyun-soo to Yoo-jin, but Hyun-soo is too shy and becomes distracted by her appearance. Yoo-jin is listening to music and unaware of Hyun-soo's interest.",일상,1,B,1,0,피아노
말죽거리잔혹사,"A group of children play basketball, with one boy named 우식 leading the team. Another boy named 현수 joins in and impresses everyone with his skills. Together, 우식 and 현수 work well as a team and score multiple goals. Another boy named 종훈 is jealous and tries to stop them, but is easily defeated. 현수 shows off his individual skills and scores a final goal, leaving everyone impressed.",판타지,3,A,1,1,어쿠스틱기타
말죽거리잔혹사,"Hyunsu stands still while a hamburger talks to him, but he seems uneasy. The hamburger speaks rudely and Hyunsu remains silent. The hamburger laughs and makes a disrespectful comment about a girl. Hyunsu leaves without responding and forgets his bag, which the hamburger reminds him to take.",드라마,-1,C,0,0,피아노
말죽거리잔혹사,"Hyunsoo sees Yujin through the window while standing outside the classroom. He leaves the building and runs to the front gate with an umbrella. He waits for Yujin to come out and finally sees her in the rain. He gathers the courage to talk to her and follows her with his umbrella. However, Yujin suddenly turns around and walks back to the academy, leaving Hyunsoo flustered.",로맨스,3,A,1,1,현악기
말죽거리잔혹사,"Two people, Hyun-soo and Yoo-jin, are on a bus in the rain. Hyun-soo offers Yoo-jin his umbrella as she gets off the bus, but she declines. Hyun-soo quickly exits the bus and runs alongside it, leaving Yoo-jin behind. Yoo-jin watches him go with a grateful smile. Hyun-soo runs happily in the rain.",로맨스,1,B,1,0,어쿠스틱기타
말죽거리잔혹사,"Uhsik invites Yujin to dance, but she is hesitant. They eventually dance to the song ""Put Your Head on My Shoulder"" by Paul Anka. Uhsik then asks for a pretty girl to join them, but his friend Bbangsoon is uninterested. Uhsik and Yujin share a kiss, which is witnessed by Hyunsu who leaves the bar feeling upset. Hyunsu stands at a bus stop, but ultimately decides not to take the bus.",드라마,-1,C,0,0,일렉기타
말죽거리잔혹사,"Hyunsu finds his friend Yujin alone on the rooftop and approaches her. Yujin is crying and Hyunsu tries to comfort her, asking if something is wrong. They listen to music together and Yujin's mood improves. Another person, Usik, observes them from a distance.",로맨스,1,B,1,0,현악기
말죽거리잔혹사,현수는 라디오 방송을 듣고 유진을 찾아가며 용기를 내어 행동한다. 유진과 만나며 서로 웃으며 이야기한다.,드라마,-1,C,0,0,어쿠스틱기타
말죽거리잔혹사,"Two people on a boat on a small lake, with one playing guitar and the other watching. The person watching asks the guitar player to play a song, and despite being hesitant at first, the guitar player eventually starts singing. The watcher smiles and enjoys the performance.",로맨스,3,A,1,1,어쿠스틱기타
말죽거리잔혹사,"Two people leave the classroom and head to the arena. Jong-hoon walks confidently ahead while Woo-sik follows with a tense expression. Children follow them with interest. They engage in a tense fight, with Jong-hoon ultimately emerging as the winner.",액션,-2,C,0,0,음율타악기
